delinquentcreditlinescount,derogatoryreportscount,recentcreditinquirycount,debttoincomeratio,occupation_Other,occupation_Sales,occupation_Self,applyloanreason_HomeImp,occupation_Mgr,creditlinecount,currentpropertyvalue,applyloanreason_DebtCon,occupation_ProfExe,mortgageamountdue,yearsatpresentjob
0.0,4.0,0.0,33.779915349235345,1,0,0,0,0,4.0,86800.0,1,0,78720.0,0.1
0.0,0.0,0.0,31.850563899999997,1,0,0,0,0,11.0,55757.0,1,0,40827.0,14.0
0.0,0.0,0.0,35.58278883,0,0,0,1,0,31.0,209950.0,0,1,145590.0,4.0
0.0,0.0,0.0,41.18503956,0,0,0,1,0,4.0,68591.0,0,0,73760.81719955898,0.0
0.0,0.0,1.0,38.92615688,0,0,0,1,0,28.0,211936.0,0,1,144410.0,3.0
1.0,0.0,7.0,33.779915349235345,1,0,0,0,0,18.0,171350.0,1,0,139000.0,0.1
0.0,0.0,2.0,27.81329141,0,0,0,0,0,25.0,285921.0,1,1,228006.0,15.0
1.0,1.0,0.0,13.34721268,1,0,0,1,0,22.0,65969.0,0,0,9038.0,7.0
0.0,0.0,0.0,33.840919899999996,1,0,0,1,0,19.0,19132.0,0,0,73760.81719955898,0.0
0.0,0.0,1.0,26.325111199999995,0,0,0,1,0,14.0,212995.0,0,1,115816.0,1.0
1.0,0.0,2.0,36.68688204,1,0,0,0,0,18.0,67557.0,1,0,56930.0,0.0
1.0,0.0,1.0,36.50598321,0,0,0,1,0,34.0,105403.0,0,1,81849.0,5.0
0.0,0.0,1.0,32.87190897,1,0,0,1,0,13.0,100756.0,0,0,69810.0,3.0
1.0,0.0,0.0,40.54029537,0,0,0,1,0,16.0,198168.0,0,0,132894.0,0.0
0.0,0.0,0.0,84.61388869,0,0,1,0,0,4.0,111627.0,0,0,61396.0,20.0
0.0,0.0,0.0,40.051306200000006,0,1,0,0,0,5.0,60165.0,1,0,9407.0,1.0
0.0,0.0,0.0,16.10143414,0,0,0,1,0,19.0,71029.0,0,0,12375.0,8.922268135904508
0.0,0.0,2.0,33.779915349235345,0,0,0,0,1,20.0,268000.0,1,0,192677.0,15.0
0.0,0.0,1.0,34.44607922,1,0,0,0,0,10.0,96031.0,1,0,73882.0,0.0
0.0,0.0,2.0,39.8754838,0,0,0,1,0,14.0,90316.0,0,0,71370.0,26.0
0.0,0.0,6.0,33.779915349235345,0,0,1,0,0,29.0,91000.0,1,0,60700.0,13.0
0.0,0.0,1.0,37.39411875,1,0,0,0,0,6.0,62847.0,1,0,15557.0,0.0
0.0,0.0,1.0,35.55817128,1,0,0,0,0,17.0,72716.0,1,0,59191.0,2.0
0.0,0.0,4.0,27.96155021,1,0,0,1,0,24.0,105971.0,0,0,87116.0,21.0
0.0,0.0,0.0,33.779915349235345,0,0,0,1,0,40.0,155000.0,0,1,111151.0,12.0
0.0,0.0,0.0,33.779915349235345,0,1,0,0,0,6.0,57310.0,1,0,2619.0,0.3
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.44016163,0,0,0,0,1,39.0,178918.0,1,0,130028.0,2.0
0.0,0.0,0.0,28.54860369,1,0,0,0,0,14.0,66410.0,1,0,50100.0,3.0
0.0,0.0,0.0,24.20235008,0,0,0,1,0,11.0,86546.0,0,1,28264.0,20.0
0.0,0.0,1.0,23.64469128,1,0,0,0,0,14.0,28291.0,1,0,73760.81719955898,2.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.74237455,0,0,0,0,0,21.29609620076682,121450.0,0,0,78455.0,8.922268135904508
0.0,1.0,7.0,33.779915349235345,1,0,0,0,0,23.0,65000.0,1,0,48983.0,5.0
0.0,0.0,1.0,37.92308809,1,0,0,0,0,32.0,52554.0,1,0,32550.0,12.0
2.0,1.0,1.0,36.61107299,1,0,0,1,0,24.0,72561.0,0,0,59608.0,30.0
3.0,0.0,0.0,33.779915349235345,0,0,0,0,0,37.0,104200.0,1,1,89500.0,15.0
0.0,0.0,1.0,32.03362879,1,0,0,0,0,20.0,180305.0,1,0,126358.0,8.0
0.0,1.0,0.0,19.97395503,0,0,0,0,0,37.0,172882.0,1,1,133264.0,6.0
0.0,0.0,0.0,39.24466948,0,0,0,1,0,21.0,117279.0,0,0,95084.0,4.0
0.0,0.0,1.0,38.25659362,1,0,0,0,0,24.0,106186.0,1,0,75354.0,8.922268135904508
0.0,0.0,0.0,33.779915349235345,0,0,0,0,1,20.0,125000.0,1,0,79874.0,30.0
0.0,0.0,2.0,35.08572068,0,0,0,0,0,22.0,95123.0,1,1,54412.0,6.0
0.0,0.0,0.0,33.779915349235345,1,0,0,1,0,48.0,58488.0,0,0,37000.0,2.0
0.0,0.0,3.0,38.33979805,0,0,0,0,0,31.0,73003.0,1,1,62752.0,13.0
1.0,0.0,1.0,33.779915349235345,1,0,0,0,0,14.0,101776.04874145007,1,0,46400.0,18.0
0.4494423791821561,0.0,0.0,30.84104501,0,0,0,0,0,16.0,60837.0,1,0,39609.0,5.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,35.9078154,1,0,0,1,0,8.0,50575.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,32.01270136,0,0,0,1,1,24.0,116111.0,0,0,86360.0,8.0
0.0,1.0,2.0,36.84692179,0,0,0,0,1,28.0,79982.0,1,0,59726.0,8.0
1.0,0.0,0.0,37.65407524,1,0,0,0,0,18.0,55669.0,1,0,73760.81719955898,8.922268135904508
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,0,0,0,0,0,21.29609620076682,75700.0,0,0,43074.0,8.922268135904508
1.0,0.0,1.0,40.67090473,0,0,0,0,0,12.0,88112.0,1,1,79226.0,10.0
4.0,0.2545696877380046,1.0,32.36162706,0,0,0,0,1,28.0,174684.0,0,0,131767.0,24.0
0.0,0.0,0.0,28.54452887,1,0,0,1,0,47.0,83643.0,0,0,76056.0,22.0
0.0,0.0,1.0,33.779915349235345,1,0,0,0,0,14.0,67000.0,1,0,46000.0,24.0
7.0,0.0,0.0,34.53043859,0,0,0,0,0,21.0,100072.0,1,1,71734.0,6.0
2.0,0.0,1.0,36.41734258,0,0,0,0,1,49.0,206148.0,1,0,180017.0,2.0
0.0,0.0,0.0,31.12184071,0,0,0,1,0,22.0,227737.0,0,1,206527.0,11.0
0.0,0.0,1.0,23.79740106,1,0,0,0,0,14.0,36425.0,1,0,73760.81719955898,2.0
0.0,0.0,0.0,30.27892939,0,0,0,0,1,27.0,193666.0,1,0,161754.0,2.0
0.0,1.0,2.0,41.66996371,1,0,0,0,0,30.0,89508.0,1,0,58606.0,8.0
0.0,0.0,2.0,36.40172955,1,0,0,0,0,9.0,97064.0,1,0,74071.0,0.0
0.0,0.0,0.0,12.93568769,0,0,0,1,0,18.0,66193.0,0,0,12064.0,8.922268135904508
0.0,0.0,0.0,37.69910859,1,0,0,0,0,22.0,61496.0,1,0,52602.0,13.0
0.4494423791821561,5.0,1.1860550458715597,27.10511582,1,0,0,0,0,19.0,51165.0,1,0,73760.81719955898,8.922268135904508
0.4494423791821561,1.0,1.1860550458715597,38.89419475,1,0,0,1,0,13.0,64358.0,0,0,48430.0,0.0
0.0,0.0,0.0,28.90447884,0,0,0,1,0,13.0,91772.0,0,1,57174.0,4.0
0.0,0.0,2.0,33.779915349235345,0,0,0,0,0,18.0,67000.0,1,0,42000.0,7.0
0.0,0.0,0.0,38.77368596,0,0,0,1,0,3.0,69172.0,0,0,73760.81719955898,1.0
0.0,0.0,0.0,33.779915349235345,1,0,0,0,0,23.0,55000.0,1,0,32000.0,0.4
0.0,0.0,0.0,28.189837100000005,0,0,0,1,0,20.0,46993.0,0,0,16535.0,24.0
1.0,0.2545696877380046,0.0,37.20295356,1,0,0,1,0,10.0,36474.0,0,0,73760.81719955898,8.922268135904508
1.0,0.0,0.0,18.10528202,0,0,0,0,0,16.0,30809.0,1,0,15346.0,7.0
0.0,0.0,0.0,28.19671491,1,0,0,1,0,47.0,84263.0,0,0,75464.0,21.0
0.0,0.0,0.0,20.98981184,0,0,0,0,0,20.0,89324.0,1,1,60811.0,8.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,37.36452883,0,0,0,0,0,15.0,86861.0,1,0,67282.0,4.0
3.0,0.0,3.0,35.79580494,0,0,0,0,0,29.0,78851.0,1,0,64143.0,6.0
0.0,0.0,0.0,33.779915349235345,1,0,0,0,0,21.0,64000.0,1,0,43000.0,1.0
0.0,0.0,2.0,33.779915349235345,1,0,0,1,0,14.0,28992.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,2.0,33.779915349235345,0,0,0,0,0,23.0,197500.0,1,1,131000.0,1.5
0.4494423791821561,0.2545696877380046,2.0,32.84743505,0,0,0,0,0,16.0,143103.0,1,0,102054.0,5.0
2.0,0.0,0.0,27.11768955,1,0,0,0,0,25.0,52040.0,1,0,20627.0,26.0
0.0,0.0,1.0,32.64426513,0,0,1,0,0,27.0,121696.0,1,0,98139.0,3.0
0.0,0.0,0.0,32.05978327,0,0,0,1,0,14.0,121729.0,0,0,104570.0,2.0
0.0,0.0,4.0,33.779915349235345,0,0,0,0,0,30.0,81600.0,1,0,43486.0,4.0
0.0,0.0,0.0,38.109978600000005,0,0,0,0,0,24.0,123792.0,1,0,79163.0,0.0
0.0,0.0,1.0,27.74405551,0,0,0,0,1,14.0,103374.0,1,0,78975.0,11.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,37.76048242,0,0,0,0,0,21.29609620076682,78954.0,0,0,48134.0,8.922268135904508
0.0,0.0,0.0,33.779915349235345,1,0,0,1,0,7.0,63684.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,33.779915349235345,0,0,0,0,0,38.0,162975.0,1,1,125000.0,7.0
0.0,0.0,0.0,38.65684666,0,0,0,1,0,27.0,214014.0,0,1,137813.0,5.0
0.0,0.0,1.0,31.33876448,0,0,0,0,0,26.0,123691.0,1,0,102789.0,3.0
0.0,0.0,3.0,39.09887429,1,0,0,0,0,14.0,139567.0,1,0,88313.0,11.0
0.0,0.0,2.0,33.779915349235345,0,0,0,1,0,9.0,46600.0,0,1,26197.0,9.0
0.0,0.0,0.0,41.80637615,1,0,0,1,0,14.0,79852.0,0,0,68815.0,6.0
0.0,0.0,0.0,27.59227738,0,0,0,0,0,13.0,133433.0,1,1,107395.0,6.0
0.0,0.0,0.0,40.28747993,1,0,0,0,0,34.0,179197.0,1,0,145725.0,1.0
0.0,0.0,0.0,20.47091551,0,0,0,1,0,20.0,63989.0,0,0,52337.0,20.0
0.0,0.0,1.0,29.6623601,1,0,0,1,0,47.0,80164.0,0,0,77930.0,20.0
0.0,0.0,3.0,29.26799242,1,0,0,0,0,25.0,80480.0,1,0,71775.0,0.0
0.0,0.0,1.0,43.21741696,0,0,0,1,1,20.0,123854.0,0,0,97360.0,0.0
0.0,0.0,0.0,29.91585903,0,0,0,1,0,13.0,120702.0,0,0,104373.0,2.0
0.0,0.0,0.0,24.12045156,1,0,0,0,0,14.0,30544.0,1,0,73760.81719955898,2.0
1.0,0.0,1.0,37.08645509,1,0,0,0,0,15.0,120066.0,1,0,106449.0,18.0
0.0,0.0,2.0,29.14186281,0,0,0,0,0,9.0,59853.0,1,0,38549.0,5.0
0.0,0.0,1.0,35.89928784,0,0,0,1,0,22.0,118913.0,0,0,101047.0,2.0
1.0,0.2545696877380046,0.0,40.11567728,0,0,0,1,1,25.0,74566.0,0,0,67848.0,10.0
0.4494423791821561,0.0,1.1860550458715597,20.83725547,1,0,0,0,0,13.0,35397.0,1,0,73760.81719955898,7.0
0.4494423791821561,0.2545696877380046,0.0,37.51829781,1,0,0,0,0,8.0,80055.0,1,0,53662.0,6.0
0.0,0.0,1.0,24.09826676,1,0,0,0,0,10.0,50534.0,1,0,20566.0,24.0
0.0,0.0,4.0,33.779915349235345,0,0,0,0,0,24.0,172500.0,1,0,105000.0,6.0
0.0,0.0,0.0,37.8244708,0,0,0,0,0,11.0,85209.0,1,1,79838.0,8.0
1.0,0.0,0.0,43.08554305,0,0,0,1,1,20.0,121140.0,0,0,98769.0,0.0
0.0,0.0,0.0,43.37237282,0,0,0,1,0,31.0,78004.0,0,0,65062.0,12.0
0.0,0.0,3.0,37.82185151,1,0,0,0,0,28.0,62245.0,1,0,53244.0,23.0
0.0,0.0,1.0,26.37910802,0,0,0,0,1,8.0,73614.0,1,0,43110.0,1.0
0.4494423791821561,0.0,1.1860550458715597,39.61320557,1,0,0,0,0,24.0,165086.0,0,0,104176.0,8.922268135904508
0.4494423791821561,0.2545696877380046,2.0,33.36449134,1,0,0,0,0,8.0,29387.0,1,0,73760.81719955898,13.0
0.0,1.0,0.0,33.779915349235345,1,0,0,0,0,23.0,97000.0,1,0,73000.0,12.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,0,0,0,1,0,21.29609620076682,101776.04874145007,0,1,73760.81719955898,0.0
0.0,0.0,2.0,39.80899322,0,0,0,0,0,20.0,101244.0,1,1,80970.0,0.0
1.0,1.0,4.0,33.779915349235345,1,0,0,0,0,49.0,139900.0,1,0,104000.0,15.0
0.0,0.2545696877380046,1.1860550458715597,37.88804981,0,0,0,0,0,51.0,167975.0,1,0,127709.0,1.0
0.0,0.0,0.0,34.58958143,0,0,0,1,0,22.0,204192.0,0,1,127077.0,13.0
2.0,0.0,0.0,35.54980874,0,0,0,1,0,28.0,115183.0,0,1,87294.0,11.0
0.0,0.0,2.0,34.75618581,1,0,0,0,0,8.0,116416.0,1,0,96065.0,14.0
0.0,0.0,1.0,42.3362269,0,0,0,0,0,32.0,232345.0,1,1,183314.0,1.0
0.0,0.0,2.0,30.13149723,0,0,0,0,0,12.0,70082.0,1,1,46846.0,7.0
0.0,0.0,1.0,40.25073803,1,0,0,0,0,19.0,79481.0,1,0,44562.0,10.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,1,13.0,141750.0,1,0,94000.0,22.0
0.0,0.0,0.0,34.34224939,0,0,0,0,0,22.0,98247.0,1,0,60393.0,3.0
0.0,0.0,0.0,31.36287239,0,0,0,1,0,21.0,101776.04874145007,0,0,73760.81719955898,1.0
5.0,0.0,0.0,45.19549587,0,0,0,0,0,16.0,77704.0,1,0,53443.0,2.0
0.0,0.2545696877380046,6.0,40.50295999,1,0,0,0,0,28.0,41835.0,1,0,33261.0,9.0
0.0,0.0,3.0,40.65343467,0,0,1,1,0,36.0,105332.0,0,0,47476.0,9.0
0.4494423791821561,0.2545696877380046,10.0,42.82660083,1,0,0,1,0,21.0,108864.0,0,0,73386.0,5.0
1.0,1.0,0.0,31.77010155,0,0,0,0,0,33.0,111778.0,1,1,90662.0,1.0
0.0,0.0,1.0,30.19939952,1,0,0,1,0,47.0,82226.0,0,0,78346.0,22.0
1.0,0.0,1.0,43.84754372,0,0,0,0,0,33.0,172184.0,1,0,125894.0,11.0
0.0,0.0,0.0,32.71677759,0,0,0,0,0,25.0,97823.0,1,1,81322.0,3.0
0.0,0.0,3.0,32.94889897,1,0,0,0,0,12.0,84124.0,1,0,71670.0,10.0
0.0,0.0,0.0,28.15595999,0,0,0,1,0,13.0,91483.0,0,1,58942.0,5.0
0.0,0.0,1.0,36.57444189,1,0,0,1,0,16.0,74355.0,0,0,57902.0,4.0
0.0,0.0,0.0,29.47966234,0,0,0,1,0,19.0,47905.0,0,0,18714.0,25.0
4.0,0.0,0.0,33.779915349235345,1,0,0,0,0,37.0,59000.0,1,0,46225.0,16.0
3.0,3.0,2.0,33.779915349235345,0,0,0,0,0,51.0,70525.0,1,0,49207.0,3.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,0,21.0,120000.0,1,1,94941.0,0.1
0.0,0.0,2.0,33.779915349235345,1,0,0,1,0,23.0,138072.0,0,0,116932.0,19.0
0.0,0.0,1.0,31.840635100000004,1,0,0,0,0,29.0,94646.0,1,0,72262.0,2.0
1.0,0.0,0.0,34.38623066,1,0,0,1,0,31.0,100862.0,0,0,76703.0,0.0
0.0,0.0,0.0,43.45832742,0,0,0,0,0,21.0,512650.0,1,1,397299.0,4.0
4.0,0.2545696877380046,1.0,32.34639883,0,0,0,0,1,27.0,174787.0,0,0,133213.0,26.0
2.0,0.0,0.0,43.00965053,0,0,0,0,0,24.0,147353.0,1,0,105135.0,11.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,0,0,0,0,0,21.29609620076682,135000.0,1,0,73760.81719955898,9.0
0.0,0.0,0.0,29.39354338,0,0,0,1,0,14.0,114743.0,0,0,100693.0,6.0
0.0,0.0,1.0,33.779915349235345,0,0,0,0,0,17.0,147000.0,1,1,105000.0,11.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.46387238,0,0,0,0,0,25.0,122767.0,1,1,90150.0,12.0
0.0,0.0,3.0,39.77508785,0,0,0,0,0,32.0,72733.0,1,1,58846.0,14.0
3.0,2.0,3.0,33.779915349235345,1,0,0,1,0,10.0,105800.0,0,0,90000.0,6.0
0.0,0.0,2.0,33.779915349235345,0,0,0,1,1,24.0,118000.0,0,0,86545.0,9.9
0.0,0.0,11.0,33.19641246,0,0,0,0,1,23.0,93472.0,1,0,79346.0,19.0
2.0,4.0,7.0,33.779915349235345,0,1,0,0,0,23.0,34000.0,1,0,59000.0,10.0
2.0,3.0,4.0,33.779915349235345,1,0,0,0,0,7.0,58000.0,1,0,41193.0,18.0
0.0,0.0,0.0,33.779915349235345,0,0,0,1,0,14.0,112000.0,0,0,97800.0,3.0
0.0,0.0,0.0,20.20590752,1,0,0,0,0,18.0,57444.0,0,0,31303.0,29.0
0.0,0.0,1.0,37.93651965,1,0,0,0,0,17.0,63862.0,1,0,35070.0,16.0
0.0,0.0,0.0,21.36431232,0,0,0,0,0,19.0,91192.0,1,1,58085.0,10.0
2.0,1.0,1.0,33.779915349235345,0,0,0,1,0,16.0,45000.0,0,1,26900.0,9.0
0.0,0.0,3.0,42.23618914,0,0,0,0,0,37.0,84947.0,1,0,62968.0,13.0
0.0,0.0,1.0,4.029951372,1,0,0,0,0,9.0,86989.0,1,0,48405.0,14.0
0.0,1.0,10.0,28.36185178,1,0,0,0,0,6.0,29792.0,1,0,26655.0,1.0
0.0,0.0,0.0,31.89131426,1,0,0,1,0,19.0,70244.0,0,0,57141.0,8.0
1.0,1.0,2.0,43.06166913,1,0,0,0,0,13.0,105545.0,1,0,76493.0,8.922268135904508
0.4494423791821561,0.2545696877380046,1.1860550458715597,26.23245922,0,0,0,0,0,21.29609620076682,101776.04874145007,0,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,16.14568887,0,0,0,1,0,18.0,67021.0,0,0,5149.0,8.922268135904508
0.0,0.0,1.0,41.93949606,1,0,0,0,0,36.0,144457.0,1,0,93255.0,10.0
0.0,0.0,0.0,30.01955513,0,0,0,0,0,21.0,139106.0,1,1,91327.0,8.922268135904508
1.0,0.0,1.0,33.779915349235345,0,0,0,1,1,8.0,13770.0,0,0,73760.81719955898,5.0
0.0,0.2545696877380046,2.0,35.41287035,0,0,0,0,0,49.0,101243.0,1,0,84480.0,30.0
0.0,0.0,3.0,38.97429353,0,0,0,0,0,24.0,76502.0,1,1,67839.0,9.0
0.0,0.0,1.0,24.54326882,1,0,0,0,0,16.0,116407.0,1,0,87248.0,20.0
2.0,0.0,0.0,32.177916700000004,1,0,0,0,0,10.0,71387.0,1,0,63130.0,3.0
0.0,0.0,1.0,24.53432507,0,0,0,0,0,14.0,73266.0,1,0,55738.0,5.0
0.0,0.0,0.0,23.03574584,0,0,0,0,0,20.0,90897.0,1,1,61073.0,8.0
0.0,0.0,1.0,36.69232406,1,0,0,0,0,5.0,64870.0,1,0,14834.0,1.0
0.0,0.0,1.0,33.779915349235345,0,0,0,1,0,16.0,26850.0,0,0,73760.81719955898,20.0
0.0,1.0,2.0,48.34023474,1,0,0,0,0,29.0,148356.0,1,0,131524.0,4.0
1.0,0.0,0.0,33.779915349235345,0,0,0,0,0,23.0,84915.0,1,0,52000.0,0.4
0.0,0.0,0.0,34.94670077,1,0,0,0,0,19.0,96376.0,1,0,52644.0,7.0
0.0,0.0,1.0,38.72971089,0,0,0,1,0,12.0,119459.0,0,0,93759.0,24.0
0.0,0.0,0.0,25.96553266,0,0,0,0,0,38.0,201214.0,1,1,171132.0,11.0
0.0,0.0,0.0,23.56256501,0,0,0,0,0,17.0,87624.0,1,1,61565.0,14.0
0.0,0.0,0.0,41.9498545,1,0,0,0,0,46.0,134992.0,1,0,105169.0,1.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,1,13.0,68000.0,1,0,53700.0,6.0
0.0,0.0,0.0,28.2855321,1,0,0,1,0,47.0,89634.0,0,0,75623.0,24.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,1,0,0,0,0,21.29609620076682,67000.0,1,0,48100.0,15.0
0.4494423791821561,0.2545696877380046,5.0,41.27082013,0,0,0,0,0,42.0,181484.0,1,1,142072.0,6.0
0.0,0.0,0.0,34.99872778,0,0,0,0,1,27.0,117581.0,1,0,73760.81719955898,10.0
0.0,0.0,0.0,35.20086451,0,0,0,0,0,25.0,101165.0,1,1,62540.0,0.0
0.0,0.0,3.0,38.8737113,0,0,0,0,0,12.0,65458.0,1,0,47154.0,2.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,0,27.0,114000.0,1,1,83000.0,18.0
0.0,0.0,0.0,23.13784056,1,0,0,0,0,19.0,57036.0,0,0,30204.0,30.0
0.0,0.0,1.0,36.29961798,0,0,0,0,0,19.0,59552.0,1,1,26982.0,15.0
0.0,0.0,0.0,19.26843955,1,0,0,0,0,17.0,60890.0,1,0,37858.0,2.0
0.0,0.0,0.0,33.779915349235345,1,0,0,0,0,14.0,59500.0,1,0,44000.0,3.7
0.0,0.0,2.0,41.05223501,1,0,0,0,0,18.0,96803.0,1,0,72931.0,6.0
0.4494423791821561,4.0,2.0,33.779915349235345,0,0,0,1,0,15.0,268000.0,0,1,89000.0,8.922268135904508
0.0,0.0,2.0,38.93711224,1,0,0,0,0,20.0,113100.0,1,0,107736.0,1.0
0.0,0.0,1.0,37.99908153,1,0,0,0,0,5.0,60238.0,1,0,16232.0,0.0
0.0,0.0,2.0,30.73139653,0,0,0,0,0,32.0,70220.0,1,1,49385.0,6.0
0.0,0.0,0.0,40.66298165,1,0,0,1,0,23.0,59795.0,0,0,35651.0,22.0
1.0,3.0,2.0,33.779915349235345,1,0,0,0,0,51.0,86800.0,1,0,59543.0,9.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,33.779915349235345,0,0,0,0,0,21.29609620076682,60250.0,0,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,33.84909254,0,0,1,0,0,19.0,125179.0,1,0,116030.0,6.0
0.4494423791821561,0.2545696877380046,3.0,32.699440100000004,0,0,0,0,0,15.0,145125.0,1,0,101981.0,3.0
1.0,0.0,0.0,33.779915349235345,1,0,0,0,0,10.0,62533.0,1,0,54000.0,4.0
0.0,0.0,0.0,39.26309424,1,0,0,0,0,12.0,57905.0,1,0,36360.0,8.922268135904508
0.0,0.0,0.0,33.59231894,0,0,0,0,0,23.0,49950.0,1,0,43589.0,9.0
0.0,0.0,2.0,41.43939067,1,0,0,0,0,15.0,85503.0,1,0,62216.0,3.0
0.0,0.0,0.0,24.5182717,0,0,0,0,0,20.0,83847.0,1,0,65136.0,6.0
1.0,0.0,0.0,38.02973836,1,0,0,0,0,18.0,59934.0,1,0,73760.81719955898,8.922268135904508
0.0,0.0,0.0,33.55631225,0,0,0,0,0,11.0,73594.0,1,0,64295.0,19.0
0.0,0.0,1.0,40.62819923,0,0,0,0,0,8.0,51549.0,1,0,73760.81719955898,1.0
0.0,0.0,0.0,33.56876627,1,0,0,0,0,0.0,77436.0,1,0,52457.0,16.0
0.0,0.0,1.0,36.6907244,0,0,0,0,0,27.0,233800.0,1,1,188250.0,2.0
0.0,1.0,0.0,33.779915349235345,0,0,0,0,1,25.0,190900.0,1,0,127000.0,8.922268135904508
4.0,0.2545696877380046,1.1860550458715597,31.46338455,0,0,0,1,0,55.0,289991.0,0,1,221331.0,5.0
1.0,0.0,0.0,30.94269511,0,0,0,1,0,14.0,110481.0,0,0,23197.0,26.0
0.0,0.0,0.0,37.68939304,0,0,0,0,0,30.0,117552.0,1,1,109767.0,0.0
0.0,1.0,2.0,33.779915349235345,0,1,0,0,0,40.0,124500.0,1,0,111000.0,7.0
0.0,0.0,0.0,42.80734195,1,0,0,1,0,14.0,80498.0,0,0,69662.0,4.0
5.0,1.0,1.0,33.779915349235345,1,0,0,0,0,21.0,154340.0,1,0,11300.0,19.0
1.0,0.2545696877380046,1.0,37.61130938,1,0,0,0,0,30.0,74526.0,1,0,49764.0,24.0
0.0,0.0,2.0,33.779915349235345,0,0,0,0,0,29.0,168000.0,1,1,124000.0,4.0
0.0,0.0,2.0,39.46696422,0,0,0,0,1,26.0,89216.0,1,0,77926.0,6.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,32.79497644,0,0,0,0,1,38.0,185416.0,1,0,135823.0,1.0
0.0,0.0,0.0,29.28407186,0,0,0,0,0,33.0,119493.0,1,0,102543.0,3.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,40.73031534,1,0,0,1,0,21.29609620076682,96783.0,0,0,73760.81719955898,20.0
0.0,0.0,0.0,33.779915349235345,0,1,0,1,0,13.0,62250.0,0,0,73760.81719955898,16.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,15.52923014,0,0,0,0,0,21.29609620076682,144123.0,0,0,73760.81719955898,8.922268135904508
0.4494423791821561,0.2545696877380046,1.1860550458715597,19.13120118,0,0,0,0,0,21.29609620076682,84427.0,1,0,73698.0,4.0
0.0,0.0,3.0,41.24661263,1,0,0,0,0,29.0,61221.0,1,0,49232.0,23.0
1.0,3.0,2.0,33.779915349235345,0,0,0,1,0,29.0,70535.0,0,0,44026.0,12.0
0.0,1.0,1.0,36.22872963,1,0,0,0,0,21.0,76731.0,1,0,58453.0,15.0
1.0,0.0,1.0,39.46758845,1,0,0,0,0,15.0,113073.0,1,0,100241.0,17.0
0.0,0.2545696877380046,4.0,40.73934639,0,0,0,0,0,26.0,179499.0,1,1,158506.0,8.0
0.0,0.0,1.0,25.05353353,0,0,0,0,0,18.0,73924.0,1,1,27324.0,6.0
1.0,0.0,0.0,40.10765909,0,0,0,1,0,16.0,194233.0,0,0,127259.0,1.0
0.0,0.0,2.0,33.779915349235345,0,0,0,0,0,26.0,131000.0,1,1,111000.0,14.0
0.0,0.0,2.0,31.07561658,1,0,0,1,0,13.0,56851.0,0,0,73760.81719955898,10.0
0.0,0.0,0.0,33.13017589,0,0,0,0,1,26.0,159638.0,1,0,112178.0,17.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,20.09904978,0,0,0,0,0,21.29609620076682,86484.0,1,0,71509.0,4.0
0.0,0.0,1.0,35.76942543,0,0,0,1,0,37.0,124527.0,0,0,83821.0,30.0
0.0,0.0,2.0,37.29777299,1,0,0,0,0,14.0,106799.0,1,0,80277.0,3.0
0.0,2.0,1.0,33.779915349235345,0,0,0,0,1,27.0,112500.0,1,0,71081.0,3.0
0.0,0.0,0.0,33.779915349235345,0,0,0,0,1,21.0,175900.0,1,0,135442.0,11.0
0.0,0.0,2.0,35.61202481,0,0,0,0,1,25.0,135783.0,1,0,96016.0,14.0
2.0,0.0,2.0,35.10671964,1,0,0,0,0,25.0,113658.0,1,0,79623.0,0.0
0.0,0.0,0.0,33.33711876,0,0,0,0,0,11.0,72704.0,1,0,57503.0,18.0
0.4494423791821561,0.2545696877380046,1.1860550458715597,40.8949317,1,0,0,1,0,21.29609620076682,81239.0,0,0,73760.81719955898,19.0
2.0,0.0,1.0,30.77602786,0,0,0,1,0,19.0,75690.0,0,0,59206.0,6.0
