isdefault,loanrequestamount,mortgageamountdue,currentpropertyvalue,yearsatpresentjob,derogatoryreportscount,delinquentcreditlinescount,oldestcreditlinemonthcount,recentcreditinquirycount,creditlinecount,debttoincomeratio,applyloanreason_DebtCon,applyloanreason_HomeImp,occupation_Mgr,occupation_Office,occupation_Other,occupation_ProfExe,occupation_Sales,occupation_Self
1,11000,60513.0,110485.0,3.0,1.0,1.0,126.7719289,1.0,17.0,40.03139332,1,0,1,0,0,0,0,0
0,11000,76958.0,88607.0,9.0,0.0,0.0,175.4118267,0.0,12.0,39.21677518,1,0,0,0,0,1,0,0
0,11000,21738.0,86586.0,20.0,0.0,0.0,241.0607911,0.0,10.0,25.21859995,0,1,0,0,0,1,0,0
0,11000,77929.0,102942.0,8.0,0.0,0.0,173.82988369999998,0.0,34.0,33.89777255,0,1,0,0,0,1,0,0
0,11000,89275.0,108653.0,15.0,0.0,0.0,206.9034809,2.0,15.0,37.74304708,1,0,0,0,1,0,0,0
0,11000,57554.0,68222.0,14.0,0.0,0.0,215.43179390000003,3.0,32.0,36.5693479,1,0,0,0,0,1,0,0
0,11000,21780.0,85505.0,19.0,0.0,0.0,240.682581,0.0,10.0,24.40433511,0,1,0,0,0,1,0,0
0,11000,63314.0,69285.0,15.0,0.0,0.0,244.0177745,3.0,32.0,36.54257022,1,0,0,0,0,1,0,0
0,11000,48538.0,63805.0,9.0,0.0,0.0,88.60602346,0.0,22.0,38.0261511,1,0,0,0,1,0,0,0
0,11000,50716.0,61492.0,3.0,0.0,1.0,90.23032976,0.0,20.0,38.25586202,1,0,0,0,1,0,0,0
1,11000,77517.0,86214.0,2.0,2.0,0.0,352.3791379,0.0,28.0,28.03021421,0,1,0,0,0,1,0,0
0,11000,56795.0,70014.0,3.0,0.0,1.0,319.7957713,0.0,10.0,33.59617086,1,0,0,0,1,0,0,0
1,11000,45000.0,63775.0,14.0,0.0,0.0,173.16666669999998,0.0,18.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11000,49000.0,66922.0,11.0,0.0,2.0,91.0,3.0,32.0,33.779915349235345,1,0,0,0,1,0,0,0
0,11000,108095.0,137000.0,3.0,0.0,0.0,277.0,1.0,46.0,33.779915349235345,1,0,0,0,0,1,0,0
0,11000,15129.0,29375.0,6.0,0.0,1.0,102.4333333,0.0,17.0,33.779915349235345,1,0,0,1,0,0,0,0
0,11000,74596.0,98000.0,6.0,0.0,0.0,108.53333329999998,1.0,27.0,33.779915349235345,0,1,0,0,0,1,0,0
0,11000,85149.0,106820.0,10.0,0.0,0.0,240.43333330000002,0.0,25.0,33.779915349235345,0,1,1,0,0,0,0,0
0,11000,102000.0,120000.0,3.0,0.0,0.0,125.8,1.0,26.0,33.779915349235345,1,0,0,0,0,0,0,0
0,11000,63847.0,86500.0,26.0,0.0,0.0,170.43333330000002,2.0,14.0,33.779915349235345,0,1,0,1,0,0,0,0
1,11000,54100.0,70438.0,2.0,3.0,1.0,115.6,1.0,25.0,33.779915349235345,1,0,0,0,0,0,0,1
1,11000,66400.0,81500.0,9.5,0.0,0.0,215.06666669999998,0.0,65.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11000,63975.0,235000.0,4.0,5.0,0.0,123.76666670000002,1.0,17.0,33.779915349235345,0,1,0,0,0,1,0,0
1,11000,53700.0,68000.0,6.0,0.0,0.0,101.5,0.0,13.0,33.779915349235345,1,0,1,0,0,0,0,0
1,11000,62227.0,81250.0,9.0,0.0,5.0,123.76666670000002,3.0,34.0,33.779915349235345,1,0,0,1,0,0,0,0
1,11000,41000.0,63450.0,2.9,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,1,0,0,0
1,11000,122751.0,140000.0,5.0,0.0,0.0,116.7,2.0,30.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11000,85474.0,118125.0,2.5,2.0,0.0,132.9333333,1.0,9.0,33.779915349235345,0,1,0,1,0,0,0,0
0,11000,131949.0,165096.0,5.0,0.0,0.0,440.42125369999997,0.0,42.0,26.90476645,0,1,0,0,0,1,0,0
0,11000,116361.0,143318.0,15.0,0.2545696877380046,1.0,181.07079330000002,1.0,32.0,30.03284549,1,0,0,0,0,1,0,0
0,11000,54641.0,65705.0,5.0,0.0,0.0,323.1929276,0.0,10.0,33.29962839,1,0,0,0,1,0,0,0
0,11000,85758.0,108661.0,11.0,0.0,0.0,255.28741540000001,0.0,24.0,29.43486714,0,1,1,0,0,0,0,0
0,11000,60123.0,74887.0,3.0,0.0,1.0,242.24976119999997,2.0,16.0,37.68016976,0,1,0,0,1,0,0,0
0,11000,43614.0,60831.0,3.0,0.0,2.0,84.44474615,0.0,20.0,36.67364815,1,0,0,0,1,0,0,0
0,11000,83639.0,98081.0,10.0,0.0,0.0,155.37122030000003,4.0,22.0,42.53968571,1,0,0,0,1,0,0,0
0,11000,50178.0,64427.0,5.0,0.0,0.0,67.63628905,1.0,11.0,28.68992836,1,0,0,0,1,0,0,0
0,11000,77723.0,107245.0,5.0,0.0,0.0,115.55852959999999,0.0,26.0,26.91192966,0,1,0,0,0,1,0,0
0,11000,46093.0,60563.0,4.0,0.0,0.0,190.48216430000002,1.0,21.0,29.57814813,1,0,1,0,0,0,0,0
1,11000,85008.0,73223.0,7.0,0.0,2.0,197.1200454,0.0,23.0,41.44105202,0,1,1,0,0,0,0,0
0,11000,106762.0,123138.0,2.0,0.0,0.0,131.0119157,0.0,25.0,32.80374334,1,0,0,0,0,0,0,0
0,11000,92521.0,110704.0,13.0,0.0,0.0,208.8984853,2.0,16.0,39.25043329,1,0,0,0,1,0,0,0
1,11000,49000.0,68000.0,2.0,2.0,3.0,9.1,3.0,15.0,33.779915349235345,0,1,0,0,1,0,0,0
0,11000,73760.81719955898,56851.0,10.0,0.0,0.0,308.4356492,2.0,13.0,31.07561658,0,1,0,0,1,0,0,0
0,11000,48893.0,113223.0,7.0,0.0,1.0,237.09808130000002,0.0,9.0,22.00337641,1,0,0,0,0,1,0,0
0,11100,47689.0,52910.0,21.0,1.0,1.0,224.48075010000002,1.0,18.0,34.94707658,0,1,1,0,0,0,0,0
0,11100,59232.0,71157.0,5.0,0.2545696877380046,0.4494423791821561,108.21716049999999,1.1860550458715597,24.0,40.09183182,1,0,1,0,0,0,0,0
0,11100,73760.81719955898,50262.0,5.0,0.2545696877380046,0.4494423791821561,175.7568875,1.1860550458715597,8.0,22.95686376,0,1,1,0,0,0,0,0
1,11100,52028.0,77316.0,8.922268135904508,0.0,2.0,194.48489730000003,1.0,12.0,30.79767437,0,1,0,0,1,0,0,0
0,11100,79226.0,88112.0,10.0,0.0,1.0,179.6482736,1.0,12.0,40.67090473,1,0,0,0,0,1,0,0
0,11100,72402.0,86584.0,8.0,0.0,0.0,102.9720787,0.0,22.0,29.655713199999997,1,0,1,0,0,0,0,0
0,11100,17430.0,68499.0,20.0,0.0,2.0,403.96540089999996,1.0,12.0,21.75864261,1,0,0,0,0,1,0,0
1,11100,73760.81719955898,26400.0,8.0,0.0,0.0,179.7662751900468,2.0,0.0,33.779915349235345,0,1,0,0,1,0,0,0
0,11100,82849.0,113913.0,10.0,0.0,1.0,167.3610299,0.0,27.0,35.76333348,0,1,0,0,0,1,0,0
0,11100,27861.0,47737.0,8.0,0.0,0.0,89.49211666,0.0,4.0,34.05094936,0,1,0,0,1,0,0,0
0,11100,82329.0,100139.0,5.0,0.0,0.0,108.53256359999999,0.0,26.0,26.0992587,0,1,0,0,0,1,0,0
0,11100,80922.0,95105.0,3.0,0.0,0.0,90.88129226,2.0,31.0,38.12081058,1,0,0,0,1,0,0,0
0,11100,73760.81719955898,67005.0,8.922268135904508,0.0,0.0,364.3759758,0.0,7.0,36.67473432,0,1,0,0,1,0,0,0
1,11100,68784.0,85464.0,2.0,0.0,0.0,117.9983043,0.0,14.0,36.04425176,0,0,0,0,0,1,0,0
0,11100,52029.0,71376.0,4.0,0.0,1.0,250.2521648,2.0,16.0,38.48364845,0,1,0,0,1,0,0,0
0,11100,61856.0,77275.0,4.0,0.0,1.0,243.7137741,1.0,16.0,36.56411956,0,1,0,0,1,0,0,0
0,11100,105226.0,122901.0,3.0,0.0,0.0,113.6887804,1.0,26.0,33.89664298,1,0,0,0,0,0,0,0
0,11100,53232.0,86703.0,16.0,0.0,0.0,183.2062075,0.0,29.0,26.87488997,0,1,0,0,1,0,0,0
1,11100,52900.0,91741.0,8.922268135904508,1.0,1.0,93.1103527,1.1860550458715597,8.0,40.76145307,0,1,0,0,1,0,0,0
0,11100,75392.0,89976.0,9.0,0.0,0.0,163.7035554,1.0,12.0,39.27188478,1,0,0,0,0,1,0,0
0,11100,31999.0,61406.0,31.0,0.0,0.0,239.05055660000002,0.0,19.0,20.96127294,0,0,0,0,1,0,0,0
0,11100,73760.81719955898,101776.04874145007,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,26.23245922,0,0,0,0,0,0,0,0
0,11100,54496.0,71895.0,6.0,0.0,0.0,125.76577490000001,0.0,16.0,35.50677407,0,1,0,0,1,0,0,0
0,11100,56999.0,67427.0,8.0,0.0,0.0,139.513915,0.0,16.0,35.892436100000005,0,1,0,0,1,0,0,0
0,11100,67366.0,102936.0,9.0,0.0,0.0,213.2814957,0.0,20.0,19.07865117,1,0,0,0,1,0,0,0
0,11100,35782.0,45550.0,8.0,0.0,0.0,109.28434579999998,0.0,3.0,36.15980592,0,1,0,0,1,0,0,0
0,11100,148235.0,182053.0,4.0,0.0,0.0,198.80971709999997,0.0,55.0,33.53872615,0,1,0,1,0,0,0,0
0,11100,48031.0,107561.0,5.0,0.0,1.0,226.7811051,0.0,9.0,24.19032663,1,0,0,0,0,1,0,0
0,11100,43167.0,60209.0,3.0,0.0,1.0,80.36819698,0.0,20.0,37.49079883,1,0,0,0,1,0,0,0
0,11100,50350.0,58837.0,6.0,0.0,0.0,80.84321682,0.0,10.0,28.79316627,1,0,0,0,1,0,0,0
0,11200,32562.0,47220.0,8.0,0.2545696877380046,1.0,151.2858674,7.0,29.0,38.01913505,1,0,0,0,1,0,0,0
0,11200,66868.0,107794.0,10.0,0.0,0.0,152.92982849999999,1.0,12.0,39.64082898,1,0,0,1,0,0,0,0
0,11200,93649.0,113833.0,13.0,0.0,0.0,205.11724569999998,3.0,16.0,39.12613026,1,0,0,0,1,0,0,0
0,11200,29348.0,87351.0,20.0,0.0,0.0,224.3948946,0.0,11.0,26.129627300000003,0,1,0,0,0,1,0,0
0,11200,44966.0,55114.0,1.0,0.0,0.0,173.96189740000003,1.0,21.0,37.456622100000004,1,0,0,1,0,0,0,0
0,11200,23181.0,80140.0,21.0,0.0,0.0,221.41809339999998,0.0,10.0,25.46264153,0,1,0,0,0,1,0,0
0,11200,68890.0,84059.0,12.0,0.0,0.0,254.01968939999998,3.0,36.0,41.433943799999994,1,0,0,1,0,0,0,0
0,11200,17411.0,86102.0,10.0,0.0,0.0,267.97010950000004,0.0,13.0,22.08919992,1,0,0,0,1,0,0,0
1,11200,114000.0,139200.0,5.0,0.0,0.0,213.56666669999998,1.0,36.0,33.779915349235345,1,0,1,0,0,0,0,0
0,11200,56842.0,66710.0,6.0,0.0,0.0,144.7952204,0.0,17.0,33.8858765,0,1,0,0,1,0,0,0
1,11200,56877.0,65125.0,6.0,2.0,0.0,12.17692857,0.0,1.0,33.24121888,0,1,0,0,1,0,0,0
0,11200,62752.0,73003.0,13.0,0.0,0.0,226.56590490000002,3.0,31.0,38.33979805,1,0,0,0,0,1,0,0
0,11200,65508.0,103523.0,12.0,0.0,0.0,154.4273677,0.0,12.0,37.575436100000005,1,0,0,1,0,0,0,0
0,11200,153103.0,181849.0,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536,0,1,0,1,0,0,0,0
1,11200,68990.0,81922.0,12.0,0.0,1.0,120.88581119999999,2.0,23.0,43.15987533,1,0,1,0,0,0,0,0
0,11200,73760.81719955898,48150.0,3.0,0.2545696877380046,0.4494423791821561,165.76801719999997,1.1860550458715597,9.0,22.30223437,0,1,1,0,0,0,0,0
0,11200,19496.0,73140.0,20.0,0.0,1.0,399.24269189999995,1.0,12.0,23.37450457,1,0,0,0,0,1,0,0
0,11300,57377.0,75038.0,4.0,0.0,0.0,91.21996117,1.0,15.0,25.14027972,1,0,0,1,0,0,0,0
0,11300,124205.0,196124.0,0.0,0.0,1.0,332.7233895,0.0,15.0,40.12016832,0,1,0,1,0,0,0,0
0,11300,64437.0,79857.0,5.0,0.0,0.0,88.78915597,2.0,14.0,27.89926789,1,0,0,1,0,0,0,0
0,11300,61810.0,79817.0,6.0,0.0,0.0,98.2241442,1.0,14.0,25.52507894,1,0,0,1,0,0,0,0
0,11300,73760.81719955898,66345.0,8.922268135904508,0.0,0.0,357.1438193,0.0,6.0,34.60197381,0,1,0,0,1,0,0,0
0,11300,62168.0,80681.0,6.0,0.0,0.0,117.37622920000001,0.0,34.0,27.69452127,1,0,0,0,0,0,1,0
0,11300,56651.0,71353.0,29.0,1.0,2.0,176.9129878,1.0,24.0,38.54444186,0,1,0,0,1,0,0,0
0,11300,46120.0,52911.0,19.0,0.0,0.0,229.4415778,1.0,17.0,36.33481436,0,1,1,0,0,0,0,0
0,11300,77926.0,89216.0,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422,1,0,1,0,0,0,0,0
0,11300,129489.0,195105.0,0.0,0.0,1.0,356.3134858,0.0,16.0,41.63401796,0,1,0,1,0,0,0,0
0,11300,54984.0,63958.0,4.0,0.0,0.0,190.92093,1.0,16.0,28.08685484,1,0,1,0,0,0,0,0
0,11300,40752.0,53683.0,22.0,0.0,1.0,129.75806210000002,0.0,23.0,38.42588111,0,1,0,0,1,0,0,0
0,11300,73760.81719955898,28600.0,20.0,0.0,0.0,190.0312176,0.0,15.0,39.00867302,0,1,0,1,0,0,0,0
1,11300,29000.0,59900.0,3.0,1.0,0.0,91.63333333,4.0,11.0,33.779915349235345,0,1,1,0,0,0,0,0
1,11300,56602.0,71500.0,11.0,2.0,1.0,52.8,12.0,20.0,33.779915349235345,1,0,0,1,0,0,0,0
0,11300,66814.0,82021.0,4.0,2.0,3.0,173.7118385,3.0,29.0,38.55692945,1,0,0,1,0,0,0,0
0,11300,16115.0,69113.0,22.0,0.0,2.0,403.5149997,0.0,12.0,22.16824452,1,0,0,0,0,1,0,0
0,11300,77846.0,101984.0,5.0,0.0,0.0,112.38484550000001,1.0,27.0,28.29873364,0,1,0,0,0,1,0,0
0,11300,114392.0,214523.0,2.0,0.0,0.0,132.09765990000002,1.0,15.0,26.25183034,0,1,0,0,0,1,0,0
1,11300,62568.0,79009.0,4.0,0.0,3.0,295.33466969999995,0.0,19.0,28.60025223,0,1,0,1,0,0,0,0
1,11300,73760.81719955898,101776.04874145007,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,0,1,0,0,1,0,0,0
0,11300,78902.0,100332.0,4.0,0.0,0.0,116.99879950000002,0.0,26.0,34.68307147,1,0,0,0,0,1,0,0
0,11300,73760.81719955898,73121.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,22.57724619,0,0,0,0,0,0,0,0
0,11300,74783.0,100909.0,5.0,0.0,0.0,85.66483372,0.0,34.0,35.94785471,0,1,0,0,0,1,0,0
0,11400,73760.81719955898,29374.0,20.0,0.0,0.0,207.93025580000003,1.0,15.0,38.95512474,0,1,0,1,0,0,0,0
0,11400,73760.81719955898,38246.0,8.922268135904508,0.2545696877380046,0.0,88.88697534,0.0,10.0,37.65838877,0,1,0,0,1,0,0,0
0,11400,75705.0,90727.0,5.0,0.0,0.0,143.1010326,2.0,27.0,42.16992673,1,0,1,0,0,0,0,0
0,11400,66491.0,89553.0,4.0,0.0,0.0,212.7832827,0.0,16.0,31.12013265,1,0,0,0,0,0,0,0
0,11400,55965.0,78051.0,6.0,0.0,0.0,96.29202022,2.0,14.0,27.17323223,1,0,0,1,0,0,0,0
0,11400,59813.0,72873.0,13.0,0.0,0.0,234.33024049999997,4.0,31.0,39.35147085,1,0,0,0,0,1,0,0
0,11400,125486.0,195284.0,0.0,0.0,0.0,354.2902872,0.0,15.0,38.14306879,0,1,0,1,0,0,0,0
0,11400,43530.0,56600.0,21.0,0.0,0.0,114.982979,0.0,23.0,39.481662899999996,0,1,0,0,1,0,0,0
0,11400,56789.0,74016.0,7.0,0.0,0.0,127.6254746,0.0,16.0,33.02714356,0,1,0,0,1,0,0,0
0,11400,51203.0,60716.0,2.0,0.0,0.0,99.10408262,0.0,20.0,38.23531293,1,0,0,0,1,0,0,0
0,11400,73760.81719955898,44849.0,6.0,0.2545696877380046,0.4494423791821561,163.2745947,1.1860550458715597,9.0,23.48111664,0,1,1,0,0,0,0,0
0,11400,73760.81719955898,27439.0,27.0,0.0,0.0,208.1771125,0.0,5.0,23.83011058,0,1,0,0,0,0,0,0
0,11400,28043.0,87684.0,20.0,1.0,1.0,229.17795919999998,0.0,10.0,25.48999451,0,1,0,0,0,1,0,0
0,11400,84380.0,202186.0,13.0,0.0,0.0,34.91437168,1.1860550458715597,7.0,18.84034872,0,1,0,0,0,0,0,1
0,11400,112930.0,144830.0,2.0,0.0,0.0,271.23803730000003,1.0,46.0,33.25107931,1,0,0,0,0,1,0,0
0,11400,84278.0,200480.0,14.0,0.0,0.0,4.412770061,1.1860550458715597,8.0,19.11248507,0,1,0,0,0,0,0,1
0,11400,64934.0,74875.0,3.0,0.0,0.0,192.31448269999999,2.0,16.0,34.34375572,1,0,0,0,1,0,0,0
0,11400,50166.0,61395.0,1.0,0.0,0.0,188.8866824,1.0,12.0,26.95045128,1,0,0,0,1,0,0,0
0,11400,52068.0,80643.0,2.0,0.0,2.0,199.08772109999998,0.0,13.0,29.46213408,0,1,0,0,1,0,0,0
0,11500,56720.0,82738.0,17.0,0.0,0.0,200.41695430000001,0.0,16.0,34.01983769,0,1,0,0,1,0,0,0
0,11500,104790.0,122169.0,16.0,1.0,0.0,266.12105660000003,0.0,16.0,34.08217846,0,0,0,1,0,0,0,0
0,11500,53651.0,87547.0,18.0,0.0,0.0,191.3968875,0.0,16.0,34.36865089,0,1,0,0,1,0,0,0
0,11500,116430.0,215014.0,3.0,0.0,0.0,132.0936343,0.0,14.0,26.86456847,0,1,0,0,0,1,0,0
0,11500,43945.0,63337.0,2.0,0.0,1.0,193.7424854,0.0,21.0,27.62349396,1,0,1,0,0,0,0,0
0,11500,53151.0,71645.0,7.0,0.0,0.0,135.800476,0.0,16.0,35.85161441,0,1,0,0,1,0,0,0
0,11500,70409.0,89099.0,9.0,0.0,0.0,169.401652,0.0,11.0,40.17443006,1,0,0,0,0,1,0,0
0,11500,61264.0,75647.0,11.0,0.0,0.0,262.8901879,3.0,36.0,39.5478827,1,0,0,1,0,0,0,0
0,11500,44097.0,58336.0,0.0,0.0,0.0,173.3183208,0.0,20.0,38.19162603,1,0,0,1,0,0,0,0
0,11500,77143.0,86862.0,8.0,0.0,1.0,164.59640290000002,1.0,12.0,39.44969272,1,0,0,0,0,1,0,0
1,11500,21096.0,38952.0,13.0,0.0,0.0,129.7,0.0,5.0,33.779915349235345,1,0,0,1,0,0,0,0
1,11500,47597.57,75937.5,13.5,0.0,0.0,89.4,0.0,7.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11500,67000.0,83000.0,4.0,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,33.779915349235345,1,0,0,0,0,1,0,0
1,11500,62000.0,83000.0,0.0,5.0,1.0,177.56666669999998,2.0,34.0,33.779915349235345,1,0,0,0,0,0,0,0
0,11500,64371.0,73636.0,2.0,0.0,0.0,162.1162539,1.0,35.0,39.79119896,1,0,0,0,0,1,0,0
0,11500,63136.0,81099.0,3.0,0.2545696877380046,0.4494423791821561,149.0647448,1.1860550458715597,35.0,28.97594012,1,0,0,0,1,0,0,0
0,11500,29281.0,37717.0,15.0,0.0,0.0,61.91544466,0.0,9.0,30.70242855,0,1,1,0,0,0,0,0
0,11500,104610.0,118861.0,18.0,0.0,1.0,203.7002024,1.0,16.0,37.59695145,1,0,0,0,1,0,0,0
0,11500,73760.81719955898,64037.0,8.922268135904508,0.0,0.0,354.1745808,0.0,7.0,34.35573924,0,1,0,0,1,0,0,0
0,11500,59781.0,69864.0,4.0,0.0,1.0,312.547396,0.0,9.0,31.18180135,1,0,0,0,1,0,0,0
0,11500,22758.0,36922.0,7.0,0.0,1.0,103.0481171,0.0,16.0,19.0201683,1,0,0,1,0,0,0,0
0,11600,82326.0,94599.0,0.0,4.0,0.0,179.7662751900468,0.0,3.0,29.89362148,1,0,0,0,1,0,0,0
0,11600,64143.0,78851.0,6.0,0.0,3.0,201.369922,3.0,29.0,35.79580494,1,0,0,1,0,0,0,0
0,11600,92613.0,108515.0,11.0,0.0,0.0,206.82258810000002,3.0,16.0,39.11103947,1,0,0,0,1,0,0,0
1,11600,44623.0,101776.04874145007,13.0,6.0,2.0,178.0932217,0.0,29.0,21.33465191,0,1,0,0,0,1,0,0
1,11600,57939.0,69774.0,5.0,0.0,0.0,91.99164592,0.0,12.0,72.26409333,1,0,1,0,0,0,0,0
0,11600,50433.0,107092.0,5.0,0.0,1.0,225.1816913,0.0,9.0,24.95259473,1,0,0,0,0,1,0,0
0,11600,89205.0,128462.0,10.0,0.0,0.0,128.12359750000002,0.0,21.0,37.52332471,1,0,0,1,0,0,0,0
0,11600,22635.0,33353.0,6.0,0.0,0.0,85.57207035,0.0,16.0,19.22387267,1,0,0,1,0,0,0,0
0,11600,35865.0,50000.0,8.922268135904508,0.0,0.0,78.13333333,0.0,15.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11600,57200.0,72500.0,5.0,0.0,0.0,34.46666667,4.0,15.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11600,45917.0,60000.0,10.0,0.0,1.0,304.3666667,3.0,27.0,33.779915349235345,1,0,0,0,1,0,0,0
0,11600,96882.0,118914.0,13.0,0.0,0.0,176.2219109,2.0,17.0,34.7577402,1,0,0,0,0,1,0,0
0,11600,28654.0,47042.0,10.0,0.2545696877380046,0.0,158.0847883,7.0,29.0,38.47750484,1,0,0,0,1,0,0,0
0,11600,36357.0,56514.0,31.0,0.0,0.0,237.8189664,0.0,19.0,20.1815824,0,0,0,0,1,0,0,0
0,11600,33379.0,51821.0,31.0,0.0,0.0,247.1205918,0.0,19.0,23.66108403,0,0,0,0,1,0,0,0
0,11600,64510.0,71105.0,5.0,0.0,0.0,150.26333200000002,1.0,34.0,43.23918712,1,0,0,0,0,1,0,0
0,11600,57436.0,72460.0,11.0,0.0,0.0,255.12603019999997,0.0,27.0,28.94553179,0,0,0,0,1,0,0,0
0,11600,129432.0,198705.0,0.0,0.0,0.0,341.0473292,0.0,16.0,39.96325851,0,1,0,1,0,0,0,0
0,11600,73079.0,101219.0,7.0,0.0,0.0,152.249875,0.0,33.0,34.24962074,0,1,0,0,0,1,0,0
0,11600,73760.81719955898,36474.0,8.922268135904508,0.2545696877380046,1.0,93.72713803,0.0,10.0,37.20295356,0,1,0,0,1,0,0,0
0,11700,42151.0,58947.0,22.0,0.0,0.0,122.03036180000001,0.0,23.0,40.08314453,0,1,0,0,1,0,0,0
1,11700,73760.81719955898,67940.0,3.0,3.0,4.0,204.02559319999997,1.0,38.0,33.779915349235345,0,1,1,0,0,0,0,0
0,11700,78789.0,91342.0,5.0,0.0,0.0,128.3606743,2.0,27.0,41.95268179999999,1,0,1,0,0,0,0,0
0,11700,47072.0,85090.0,18.0,0.0,0.0,192.25318230000002,0.0,16.0,35.06486468,0,1,0,0,1,0,0,0
0,11700,95411.0,117927.0,14.0,0.0,0.0,177.9266958,1.0,17.0,34.49056413,1,0,0,0,0,1,0,0
1,11700,54085.0,68239.0,2.0,1.0,2.0,8.055265077,3.0,15.0,32.01265858,0,1,0,0,1,0,0,0
1,11700,51600.0,72399.0,15.0,0.0,1.0,125.36336999999999,4.0,20.0,33.779915349235345,0,1,0,0,1,0,0,0
0,11700,52650.0,63646.0,0.0,1.0,0.0,194.7609999,1.0,13.0,27.61084406,1,0,0,0,1,0,0,0
0,11700,59932.0,80313.0,14.0,0.0,0.0,238.48646159999998,0.0,32.0,44.474917700000006,0,1,0,1,0,0,0,0
0,11700,40266.0,59097.0,8.922268135904508,0.0,0.0,74.99809859999999,0.0,15.0,39.49702872,1,0,0,0,1,0,0,0
0,11700,73760.81719955898,69125.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,23.76683213,0,0,0,0,0,0,0,0
0,11700,84863.0,91737.0,0.0,4.0,0.0,179.7662751900468,0.0,4.0,30.33081149,1,0,0,0,1,0,0,0
0,11700,63724.0,82252.0,13.0,0.0,0.0,233.24887940000002,3.0,37.0,40.07527584,1,0,0,1,0,0,0,0
0,11700,59506.0,85000.0,3.0,0.0,0.0,37.56666667,2.0,4.0,33.779915349235345,1,0,0,0,1,0,0,0
1,11700,69100.0,85000.0,3.8,3.0,0.0,80.1,0.0,22.0,33.779915349235345,1,0,1,0,0,0,0,0
1,11700,62400.0,78000.0,20.0,0.0,0.0,216.06666669999998,2.0,24.0,33.779915349235345,1,0,0,1,0,0,0,0
1,11700,63914.0,93707.0,7.0,3.0,0.0,162.579837,2.0,51.0,69.48065039,1,0,0,0,1,0,0,0
0,11700,37093.0,62116.0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.7662751900468,1.1860550458715597,21.29609620076682,37.01094877,1,0,1,0,0,0,0,0
0,11700,74783.0,86227.0,7.0,0.0,0.0,116.75680049999998,0.0,23.0,28.01922708,1,0,1,0,0,0,0,0
0,11700,64278.0,76055.0,12.0,0.0,0.0,245.2951629,0.0,26.0,28.43996584,0,0,0,0,1,0,0,0
0,11700,15163.0,74500.0,19.0,0.0,2.0,378.8258185,1.0,11.0,20.09078333,1,0,0,0,0,1,0,0
0,11700,56441.0,86987.0,17.0,0.0,0.0,198.03271759999998,0.0,16.0,33.93116342,0,1,0,0,1,0,0,0
0,11700,78157.0,103016.0,1.0,0.0,0.0,69.80569767,2.0,24.0,38.44838712,1,0,1,0,0,0,0,0
0,11700,55119.0,67931.0,4.0,0.0,0.0,199.41069919999998,2.0,16.0,27.61633851,1,0,1,0,0,0,0,0
0,11700,56990.0,83334.0,4.0,0.0,2.0,177.43269890000002,0.0,13.0,30.9986945,0,1,0,0,1,0,0,0
0,11700,101520.0,110617.0,18.0,0.0,2.0,198.5433481,1.0,16.0,38.72125945,1,0,0,0,1,0,0,0
0,11700,96532.0,107600.0,12.0,0.0,0.0,214.8698168,2.0,15.0,40.28741144,1,0,0,0,1,0,0,0
0,11700,68059.0,86216.0,3.0,0.2545696877380046,0.4494423791821561,175.6585679,1.1860550458715597,35.0,30.25396992,1,0,0,0,1,0,0,0
1,11800,74512.0,93328.0,4.0,5.0,0.0,117.91882,1.1860550458715597,16.0,58.29598994,0,1,0,1,0,0,0,0
0,11800,118053.0,125325.0,5.0,0.0,0.0,181.1720651,0.0,18.0,33.20039733,1,0,0,0,0,0,0,1
0,11800,52104.0,61618.0,0.0,0.0,0.0,160.7499314,0.0,21.0,37.12951204,1,0,0,1,0,0,0,0
0,11800,79131.0,102263.0,5.0,0.0,0.0,105.2538926,0.0,34.0,36.07097887,0,1,0,0,0,1,0,0
1,11800,67678.0,108092.0,13.0,0.0,7.0,126.6582316,0.0,36.0,37.16268969,0,1,0,0,0,1,0,0
0,11800,73760.81719955898,65769.0,8.922268135904508,0.0,0.0,357.33268219999997,0.0,7.0,34.32727654,0,1,0,0,1,0,0,0
